product_name,brand_name,SKU,price,order_id,product_description,data_generated_at
Vintage Wireless Earbuds,Lenovo,GZA-3085-YD,$892.92,ORD-184511963,A ergonomic electric toothbrush made with high-quality polyester.,2026-07-21 18:39:08.684152
Classic Smartwatch,Sony,ANL-1646-BF,$115.33,ORD-175975907,A lightweight speaker made with high-quality cotton.,2026-07-21 18:39:08.684165
Deluxe Air Fryer,Garmin,FVN-6308-MI,$569.56,ORD-393991138,A ultra robot vacuum made with high-quality aluminum.,2026-07-21 18:39:08.684177
Compact Water Bottle,JBL,FUZ-1376-JV,$613.17,ORD-248965817,A heavy-duty monitor made with high-quality titanium.,2026-07-21 18:39:08.684190
Vintage Electric Toothbrush,Amazon Basics,VOR-2437-XO,$183.68,ORD-780367857,A heavy-duty gaming chair made with high-quality wood.,2026-07-21 18:39:08.684202
Lightweight Drone,Xiaomi,FVN-5529-QK,$259.49,ORD-748854452,A professional webcam made with high-quality bamboo.,2026-07-21 18:39:08.684215
Professional Robot Vacuum,Nespresso,LEH-8821-XS,$734.26,ORD-604073186,A handcrafted air purifier made with high-quality polyester.,2026-07-21 18:39:08.684228
Waterproof Smartwatch,Dell,EHO-7930-WG,$28.31,ORD-150115807,A waterproof headphones made with high-quality nylon.,2026-07-21 18:39:08.684240
Heavy-Duty Robot Vacuum,HP,NFH-8836-ES,$662.12,ORD-608467837,A premium tablet made with high-quality leather.,2026-07-21 18:39:08.684253
Ultra Desk Lamp,Nespresso,KUH-9254-SP,$863.65,ORD-432611932,A portable desk lamp made with high-quality silicone.,2026-07-21 18:39:08.684266
Organic Tablet,JBL,CNU-6205-NW,$813.79,ORD-461957405,A organic robot vacuum made with high-quality cotton.,2026-07-21 18:39:08.684278
Professional Wireless Earbuds,Samsung,EMT-6249-YR,$515.79,ORD-682943845,A heavy-duty desk lamp made with high-quality bamboo.,2026-07-21 18:39:08.684291
Waterproof Webcam,Amazon Basics,CRU-6584-NA,$154.04,ORD-868397720,A heavy-duty camera made with high-quality aluminum.,2026-07-21 18:39:08.684303
Vintage Gaming Chair,Cuisinart,QNP-7880-QK,$735.84,ORD-460748854,A compact monitor made with high-quality leather.,2026-07-21 18:39:08.684316
Deluxe Mouse,JBL,KOI-8482-TM,$64.17,ORD-810521245,A deluxe smartwatch made with high-quality ceramic.,2026-07-21 18:39:08.684328
Handcrafted Speaker,Garmin,BOL-7752-XU,$714.02,ORD-799798579,A professional drone made with high-quality bamboo.,2026-07-21 18:39:08.684341
Smart Sneakers,Canon,YEL-9843-WS,$286.99,ORD-351957533,A high-performance mouse made with high-quality ceramic.,2026-07-21 18:39:08.684354
Ergonomic Yoga Mat,Cuisinart,JZL-3715-NP,$458.98,ORD-398651883,A limited edition mouse made with high-quality aluminum.,2026-07-21 18:39:08.684367
Heavy-Duty Tablet,HP,TDJ-9385-MR,$125.77,ORD-293631306,A smart laptop made with high-quality cotton.,2026-07-21 18:39:08.684380
Portable Smartphone,Puma,XXW-9043-CU,$848.60,ORD-688644551,A deluxe keyboard made with high-quality nylon.,2026-07-21 18:39:08.684393
Premium Headphones,JBL,EMN-2357-YH,$604.14,ORD-347909639,A eco-friendly smartphone made with high-quality ceramic.,2026-07-21 18:39:08.684406
Modern Robot Vacuum,Panasonic,RYY-5227-YF,$486.44,ORD-820224537,A organic e-reader made with high-quality stainless steel.,2026-07-21 18:39:08.684419
Waterproof E-Reader,Garmin,FMT-2177-WG,$950.17,ORD-539558879,A professional headphones made with high-quality bamboo.,2026-07-21 18:39:08.684432
Organic Backpack,Canon,LFT-9187-HE,$480.45,ORD-462256090,A vintage coffee maker made with high-quality stainless steel.,2026-07-21 18:39:08.684444
Lightweight Sneakers,Nintendo,HXR-1695-VF,$479.77,ORD-983728426,A smart laptop made with high-quality aluminum.,2026-07-21 18:39:08.684457
Ultra Fitness Tracker,Dyson,FAU-9549-SD,$353.43,ORD-144614097,A waterproof keyboard made with high-quality nylon.,2026-07-21 18:39:08.684470
Vintage Robot Vacuum,Sony,FVR-6120-YD,$849.76,ORD-712965292,A modern robot vacuum made with high-quality leather.,2026-07-21 18:39:08.684482
Modern Wireless Earbuds,Levi's,QWP-4097-KU,$853.93,ORD-326329048,A lightweight coffee maker made with high-quality wool.,2026-07-21 18:39:08.684495
Professional Jacket,Dell,VIC-2267-CB,$648.24,ORD-910331034,A ergonomic headphones made with high-quality stainless steel.,2026-07-21 18:39:08.684508
Modern Robot Vacuum,Xiaomi,EWR-6106-GO,$815.64,ORD-599196198,A organic headphones made with high-quality silicone.,2026-07-21 18:39:08.684520
Waterproof Backpack,Canon,NFV-5324-OW,$200.72,ORD-413117198,A limited edition air purifier made with high-quality bamboo.,2026-07-21 18:39:08.684533
Vintage Keyboard,Dyson,NOB-4166-JD,$56.05,ORD-380907389,A lightweight vacuum cleaner made with high-quality recycled plastic.,2026-07-21 18:39:08.684545
Modern Backpack,Amazon Basics,LPC-9754-UC,$616.49,ORD-808296776,A vintage drone made with high-quality silicone.,2026-07-21 18:39:08.684558
Organic Speaker,Cuisinart,ZVN-3231-QE,$319.27,ORD-575646795,A portable smartwatch made with high-quality cotton.,2026-07-21 18:39:08.684571
Ergonomic Mouse,Amazon Basics,JHT-1939-XT,$87.31,ORD-390842924,A classic smartwatch made with high-quality silicone.,2026-07-21 18:39:08.684583
Eco-Friendly Webcam,Microsoft,RLB-2993-AR,$10.53,ORD-576597044,A waterproof gaming chair made with high-quality wood.,2026-07-21 18:39:08.684596
Ergonomic Gaming Chair,Levi's,LFI-7293-EF,$191.15,ORD-536597203,A ergonomic speaker made with high-quality recycled plastic.,2026-07-21 18:39:08.684610
Classic Desk Lamp,Levi's,BSY-9809-EC,$817.78,ORD-753484095,A organic air purifier made with high-quality aluminum.,2026-07-21 18:39:08.684623
Handcrafted Blender,Lenovo,CEQ-5863-AK,$353.64,ORD-605923721,A deluxe mouse made with high-quality recycled plastic.,2026-07-21 18:39:08.684636
Organic Speaker,ASUS,IUF-6042-GR,$708.44,ORD-136633983,A high-performance robot vacuum made with high-quality polyester.,2026-07-21 18:39:08.684649
High-Performance Jacket,Philips,QCO-1539-TV,$276.64,ORD-302164060,A vintage laptop made with high-quality cotton.,2026-07-21 18:39:08.684661
Portable Headphones,Philips,MFJ-5948-BX,$232.02,ORD-538430433,A wireless desk lamp made with high-quality bamboo.,2026-07-21 18:39:08.684674
Smart Blender,Microsoft,QJB-7190-TH,$371.25,ORD-332079185,A lightweight water bottle made with high-quality glass.,2026-07-21 18:39:08.684687
Classic Air Fryer,HP,VVR-2538-ZY,$148.25,ORD-216680813,A lightweight tablet made with high-quality wool.,2026-07-21 18:39:08.684700
Eco-Friendly Keyboard,Dyson,CRL-5165-DS,$654.16,ORD-334152966,A waterproof jacket made with high-quality ceramic.,2026-07-21 18:39:08.684713
Professional Jacket,Puma,ZUQ-5807-RT,$136.00,ORD-801300430,A wireless tablet made with high-quality aluminum.,2026-07-21 18:39:08.684726
Premium Coffee Maker,Garmin,AVH-3085-ZH,$838.06,ORD-151497030,A eco-friendly webcam made with high-quality carbon fiber.,2026-07-21 18:39:08.684738
Organic Wireless Earbuds,Nintendo,MZJ-4123-RF,$167.32,ORD-229715502,A organic webcam made with high-quality carbon fiber.,2026-07-21 18:39:08.684751
Ergonomic Laptop,Microsoft,CMV-8412-ES,$551.30,ORD-140649890,A limited edition vacuum cleaner made with high-quality cotton.,2026-07-21 18:39:08.684764
Vintage Robot Vacuum,The North Face,AHO-9858-PJ,$243.47,ORD-725389488,A eco-friendly speaker made with high-quality ceramic.,2026-07-21 18:39:08.684779
Waterproof E-Reader,ASUS,QDC-5615-JH,$829.25,ORD-852377113,A deluxe water bottle made with high-quality nylon.,2026-07-21 18:39:08.684791
Lightweight Power Bank,Dell,WXJ-3039-RS,$994.44,ORD-144161447,A eco-friendly air fryer made with high-quality wool.,2026-07-21 18:39:08.684804
Vintage Yoga Mat,Apple,VXB-8699-SQ,$602.36,ORD-335630192,A limited edition air purifier made with high-quality stainless steel.,2026-07-21 18:39:08.684817
Waterproof Power Bank,Dell,YDL-4401-DV,$100.44,ORD-304810574,A heavy-duty backpack made with high-quality recycled plastic.,2026-07-21 18:39:08.684830
Ergonomic E-Reader,LG,ZIT-6173-FF,$949.04,ORD-516580428,A ultra fitness tracker made with high-quality leather.,2026-07-21 18:39:08.684842
Professional Air Purifier,Nike,CSG-3574-PJ,$740.21,ORD-529631976,A waterproof fitness tracker made with high-quality nylon.,2026-07-21 18:39:08.684855
Ergonomic E-Reader,The North Face,QWQ-5769-WZ,$547.01,ORD-671571940,A waterproof wireless earbuds made with high-quality silicone.,2026-07-21 18:39:08.684868
Waterproof Webcam,Samsung,OJJ-8494-JS,$959.34,ORD-592838303,A lightweight water bottle made with high-quality ceramic.,2026-07-21 18:39:08.684880
Ultra Laptop,JBL,VFE-7113-VT,$703.15,ORD-697193415,A smart webcam made with high-quality wood.,2026-07-21 18:39:08.684893
Classic Vacuum Cleaner,Nike,ILM-6788-GY,$92.10,ORD-954792416,A premium laptop made with high-quality cashmere.,2026-07-21 18:39:08.684906
Smart Coffee Maker,Dell,RLD-5291-YB,$233.65,ORD-758969382,A waterproof laptop made with high-quality polyester.,2026-07-21 18:39:08.684919
Heavy-Duty Sneakers,Sony,XSW-9901-UY,$176.12,ORD-468683306,A eco-friendly e-reader made with high-quality polyester.,2026-07-21 18:39:08.684931
Wireless Sneakers,Nespresso,FPI-8462-FU,$703.78,ORD-865304415,A portable tablet made with high-quality cotton.,2026-07-21 18:39:08.684944
Vintage Electric Toothbrush,Lenovo,EFL-9854-KZ,$465.44,ORD-318351736,A wireless jacket made with high-quality cashmere.,2026-07-21 18:39:08.684957
Limited Edition Keyboard,Canon,VLR-8405-PB,$105.48,ORD-533486054,A premium blender made with high-quality silicone.,2026-07-21 18:39:08.684969
Portable Fitness Tracker,Xiaomi,IKR-5505-UR,$982.28,ORD-714161931,A organic desk lamp made with high-quality wood.,2026-07-21 18:39:08.684982
Classic Smartphone,Logitech,QCS-2010-MK,$180.77,ORD-183700768,A limited edition laptop made with high-quality wood.,2026-07-21 18:39:08.684994
Ergonomic Drone,Xiaomi,CAY-6987-YK,$685.43,ORD-214238860,A eco-friendly drone made with high-quality ceramic.,2026-07-21 18:39:08.685006
Classic Speaker,Samsung,OIO-4396-FD,$544.34,ORD-916729215,A organic mouse made with high-quality aluminum.,2026-07-21 18:39:08.685019
Deluxe Monitor,Anker,PCC-8628-JC,$100.49,ORD-232910994,A limited edition air fryer made with high-quality carbon fiber.,2026-07-21 18:39:08.685031
Deluxe Backpack,Adidas,OLU-9933-MX,$367.54,ORD-621216981,A ultra e-reader made with high-quality bamboo.,2026-07-21 18:39:08.685044
Organic Desk Lamp,ASUS,UKZ-2307-HS,$691.23,ORD-354129153,A smart smartphone made with high-quality polyester.,2026-07-21 18:39:08.685056
Lightweight Keyboard,Adidas,BMH-2663-SE,$254.41,ORD-953339908,A classic electric toothbrush made with high-quality stainless steel.,2026-07-21 18:39:08.685069
Organic Drone,KitchenAid,YUQ-6328-RL,$962.87,ORD-703932085,A high-performance smartphone made with high-quality cotton.,2026-07-21 18:39:08.685081
Ultra Sneakers,Samsung,ULZ-4770-HK,$11.85,ORD-286938606,A modern coffee maker made with high-quality wood.,2026-07-21 18:39:08.685094
Vintage Water Bottle,Philips,JLJ-6588-ZG,$665.22,ORD-232047655,A smart headphones made with high-quality nylon.,2026-07-21 18:39:08.685106
Handcrafted Keyboard,Microsoft,VZV-5684-CM,$530.86,ORD-465105967,A smart smartphone made with high-quality polyester.,2026-07-21 18:39:08.685119
Lightweight Smartphone,Dell,YQR-9200-IS,$504.98,ORD-613885839,A limited edition wireless earbuds made with high-quality cashmere.,2026-07-21 18:39:08.685132
Limited Edition Vacuum Cleaner,Nespresso,OZL-3335-UO,$786.64,ORD-608092864,A lightweight coffee maker made with high-quality titanium.,2026-07-21 18:39:08.685144
Modern Water Bottle,HP,SHV-1707-BO,$268.78,ORD-831790206,A ergonomic sneakers made with high-quality wool.,2026-07-21 18:39:08.685157
Limited Edition Coffee Maker,ASUS,EWI-1144-VI,$4.51,ORD-526077900,A classic e-reader made with high-quality wood.,2026-07-21 18:39:08.685169
Wireless Camera,ASUS,DNF-8987-IL,$223.75,ORD-822035057,A classic webcam made with high-quality recycled plastic.,2026-07-21 18:39:08.685182
Deluxe Tablet,Adidas,LRN-2635-DS,$527.77,ORD-504093990,A modern smartwatch made with high-quality wool.,2026-07-21 18:39:08.685194
Modern Blender,Panasonic,FPA-8053-OS,$71.11,ORD-172829479,A wireless desk lamp made with high-quality stainless steel.,2026-07-21 18:39:08.685207
Portable Air Purifier,Garmin,DRX-7558-HX,$373.71,ORD-673069367,A handcrafted laptop made with high-quality ceramic.,2026-07-21 18:39:08.685220
Limited Edition Vacuum Cleaner,Dyson,HWW-7902-LR,$227.89,ORD-921183816,A compact air fryer made with high-quality silicone.,2026-07-21 18:39:08.685232
Modern Keyboard,ASUS,SPT-5586-ER,$440.80,ORD-327557905,A smart vacuum cleaner made with high-quality wood.,2026-07-21 18:39:08.685245
Professional Electric Toothbrush,Apple,ZVD-6549-DM,$262.80,ORD-399935817,A smart speaker made with high-quality silicone.,2026-07-21 18:39:08.685257
Waterproof Keyboard,KitchenAid,YWT-5752-ZT,$30.40,ORD-203339029,A eco-friendly air purifier made with high-quality cotton.,2026-07-21 18:39:08.685270
Compact Vacuum Cleaner,Puma,LYX-8926-JN,$233.31,ORD-142579089,A ultra fitness tracker made with high-quality cashmere.,2026-07-21 18:39:08.685282
Premium Blender,JBL,SVX-2737-GQ,$642.79,ORD-621030939,A lightweight coffee maker made with high-quality nylon.,2026-07-21 18:39:08.685295
Limited Edition Laptop,Puma,NTT-7048-AH,$726.52,ORD-788455366,A compact coffee maker made with high-quality polyester.,2026-07-21 18:39:08.685307
Organic Sneakers,LG,MZP-8062-JR,$512.29,ORD-573687297,A professional air fryer made with high-quality stainless steel.,2026-07-21 18:39:08.685320
Lightweight Fitness Tracker,Panasonic,IZT-1647-YF,$928.71,ORD-357897975,A professional robot vacuum made with high-quality bamboo.,2026-07-21 18:39:08.685332
Eco-Friendly Mouse,Puma,XGF-8169-XN,$728.75,ORD-876932376,A modern air purifier made with high-quality cotton.,2026-07-21 18:39:08.685345
Compact Camera,Nike,WUZ-6845-KJ,$673.23,ORD-320792641,A high-performance sneakers made with high-quality recycled plastic.,2026-07-21 18:39:08.685358
Compact Laptop,Panasonic,RAW-8819-LI,$780.76,ORD-904375601,A limited edition camera made with high-quality cotton.,2026-07-21 18:39:08.685373
High-Performance Water Bottle,Nintendo,SPK-5928-DT,$860.35,ORD-285628433,A high-performance mouse made with high-quality cotton.,2026-07-21 18:39:08.685385
Vintage Power Bank,LG,JXG-1364-BA,$449.42,ORD-649646222,A wireless desk lamp made with high-quality stainless steel.,2026-07-21 18:39:08.685398
Limited Edition Electric Toothbrush,Philips,GSB-3342-ET,$305.68,ORD-221602749,A heavy-duty laptop made with high-quality carbon fiber.,2026-07-21 18:39:08.685411
Vintage Wireless Earbuds,Bose,MXO-9611-IN,$316.82,ORD-110964397,A classic keyboard made with high-quality silicone.,2026-07-21 18:39:08.685423
Eco-Friendly Air Purifier,Panasonic,OPC-2219-ZI,$100.82,ORD-806145877,A high-performance air fryer made with high-quality cotton.,2026-07-21 18:39:08.685436
Vintage Fitness Tracker,Garmin,KRO-1648-BX,$717.75,ORD-181149005,A vintage jacket made with high-quality ceramic.,2026-07-21 18:39:08.685453
Smart Wireless Earbuds,Apple,CTW-6117-YO,$340.88,ORD-689653721,A limited edition webcam made with high-quality recycled plastic.,2026-07-21 18:39:08.685466
Limited Edition Power Bank,Panasonic,UZD-3227-JT,$286.22,ORD-853994575,A wireless electric toothbrush made with high-quality nylon.,2026-07-21 18:39:08.685479
Eco-Friendly Gaming Chair,Xiaomi,GYB-1587-XW,$776.59,ORD-684679409,A high-performance tablet made with high-quality ceramic.,2026-07-21 18:39:08.685491
Smart Keyboard,Anker,BRJ-1460-PG,$33.70,ORD-261029770,A ultra smartphone made with high-quality aluminum.,2026-07-21 18:39:08.685504
Modern Water Bottle,Samsung,SXT-4155-DS,$740.31,ORD-135932550,A high-performance headphones made with high-quality cotton.,2026-07-21 18:39:08.685517
Handcrafted Webcam,Dyson,ALM-6926-CA,$129.17,ORD-576763042,A classic vacuum cleaner made with high-quality aluminum.,2026-07-21 18:39:08.685529
Professional Air Fryer,Nespresso,UAO-9787-UQ,$973.85,ORD-251421632,A compact power bank made with high-quality nylon.,2026-07-21 18:39:08.685542
Modern Drone,Canon,MQA-4977-CH,$674.63,ORD-865897779,A eco-friendly monitor made with high-quality ceramic.,2026-07-21 18:39:08.685554
Premium Backpack,Panasonic,DAW-6287-IP,$124.53,ORD-474125643,A limited edition air purifier made with high-quality cotton.,2026-07-21 18:39:08.685567
Lightweight E-Reader,Canon,LKB-4236-YL,$566.49,ORD-491451764,A wireless headphones made with high-quality polyester.,2026-07-21 18:39:08.685580
Eco-Friendly Water Bottle,Apple,XYM-2125-GL,$233.76,ORD-926892644,A portable laptop made with high-quality polyester.,2026-07-21 18:39:08.685593
Ultra Desk Lamp,ASUS,HDP-2593-XO,$86.82,ORD-407111326,A heavy-duty smartwatch made with high-quality wood.,2026-07-21 18:39:08.685605
Wireless Water Bottle,Logitech,CFJ-5772-MX,$144.08,ORD-715334477,A eco-friendly vacuum cleaner made with high-quality ceramic.,2026-07-21 18:39:08.685618
Portable Desk Lamp,Cuisinart,RUO-5935-MH,$245.03,ORD-742462446,A lightweight gaming chair made with high-quality titanium.,2026-07-21 18:39:08.685630
Vintage Smartwatch,KitchenAid,XPL-5465-DE,$988.16,ORD-456272941,A classic camera made with high-quality recycled plastic.,2026-07-21 18:39:08.685643
Classic Electric Toothbrush,The North Face,ZLI-5634-LP,$606.88,ORD-481722078,A professional coffee maker made with high-quality leather.,2026-07-21 18:39:08.685655
Classic Headphones,Sony,SCS-4341-YQ,$891.33,ORD-703471810,A vintage blender made with high-quality stainless steel.,2026-07-21 18:39:08.685668
Ergonomic Speaker,Samsung,BAN-5044-ZS,$111.65,ORD-471651610,A vintage wireless earbuds made with high-quality polyester.,2026-07-21 18:39:08.685682
Waterproof Backpack,Garmin,MZQ-9906-QK,$845.41,ORD-305228592,A portable fitness tracker made with high-quality cashmere.,2026-07-21 18:39:08.685695
Ultra Wireless Earbuds,JBL,QEU-7350-CS,$432.39,ORD-793942733,A waterproof fitness tracker made with high-quality cotton.,2026-07-21 18:39:08.685708
Classic Air Fryer,Sony,XNT-3849-WQ,$20.30,ORD-919045144,A smart keyboard made with high-quality recycled plastic.,2026-07-21 18:39:08.685720
Ultra Electric Toothbrush,Cuisinart,HLM-3108-SD,$789.95,ORD-901672251,A wireless robot vacuum made with high-quality wood.,2026-07-21 18:39:08.685732
Classic Air Fryer,Bose,TCL-3589-OU,$632.05,ORD-947469834,A handcrafted speaker made with high-quality polyester.,2026-07-21 18:39:08.685745
Modern Webcam,Levi's,LNU-2010-YV,$109.50,ORD-126141657,A smart fitness tracker made with high-quality titanium.,2026-07-21 18:39:08.685758
